State,2005,2008,2011,2013
SP,57,51,29,40
RJ,73,73,42,89
MG,77,74,46,54
PR,72,64,35,41
RS,72,59,39,45
SC,63,53,33,85
BA,100,86,56,67
PE,-,92,60,68
GO,74,66,43,53
CE,-,100,57,64
ES,-,-,46,54
PA,-,-,83,88
MT,-,-,57,62
MS,-,-,65,73
MA,-,-,77,95
PB,-,-,75,76
RN,-,-,64,46
AM,-,-,100,85
PI,-,-,86,100
SE,-,-,72,37
AL,-,-,74,75
RO,-,-,74,67
TO,-,-,-,95
AP,-,-,-,-
AC,-,-,-,-
RR,-,-,-,-
