State,2005,2008,2011,2013
SP,28,49,65,68
RJ,37,47,54,56
MG,38,53,58,63
PR,47,62,67,70
RS,47,56,59,64
SC,55,57,60,64
BA,50,66,79,84
PE,53,57,74,83
GO,44,62,65,64
CE,51,59,68,72
ES,61,50,63,64
PA,59,70,52,56
MT,89,74,67,66
MS,77,69,62,66
MA,72,70,59,59
PB,-,66,67,68
RN,54,69,53,65
AM,49,36,53,47
PI,72,91,55,54
SE,-,-,64,68
AL,-,61,70,77
RO,100,100,70,70
TO,-,-,68,66
AP,-,34,55,62
AC,-,55,100,87
RR,-,33,61,100
