State,2005,2008,2011,2013
SP,46,54,60,80
RJ,66,62,64,81
MG,66,66,74,89
PR,62,68,72,88
RS,55,58,54,60
SC,57,62,63,72
BA,70,70,76,83
PE,70,66,61,73
GO,68,78,85,100
CE,77,83,69,73
ES,-,76,64,78
PA,89,80,49,52
MT,82,74,71,78
MS,84,72,62,72
MA,-,100,71,67
PB,-,80,62,60
RN,77,76,65,67
AM,-,68,46,48
PI,100,98,76,75
SE,-,-,69,74
AL,-,-,60,65
RO,-,94,75,72
TO,-,-,89,82
AP,-,-,61,50
AC,-,-,100,92
RR,-,-,63,42
